Probe,PROT,DMD_1,DMD_2,DMD_3,DMD_4,DMD_5,DMD_6,DMD_7,DMD_8,DMD_9,DMD_10,DMD_11,DMD_12,NOR_1,NOR_2,NOR_3,NOR_4,NOR_5,NOR_6,NOR_7,NOR_8,NOR_9,NOR_10,NOR_11,NOR_12
41415_at,Q13895,1062.9,1135.7,1067.3,908,950.5,1020.2,1252.5,1197.1,1305.3,1296.6,955.9,1563.7,864.6,1339.2,884.8,874.8,1852.6,738.4,1008.4,1294.9,666.5,1199.6,823.5,32.2
41416_at,Q08830,58.1,51.5,301.4,22.3,39.7,80.3,29.1,111.8,109.4,237.3,57.3,160.2,127.6,42.7,74.5,88,75,53.1,46.7,67.5,33.9,135.9,99.5,1.4
41417_at,Q9NZC3,1265.8,1861,1922.2,2158.3,3047.8,2546.7,1587.7,3101.1,1244.1,1592.5,2023.4,1655.3,2776.7,1263.8,2403.2,2616.8,2407.9,2461.5,1304.1,1163.7,2030.1,2361.8,1682.8,66.9
41418_at,O94910,707.3,853.9,1091.8,1131.6,1028.3,697,914.3,1106.2,1227.7,911.6,675.8,1300,1284.4,1073.4,960.6,766.8,654.6,723.5,722.5,554.9,811,1039.4,227.6,16.2
41419_at,Q9UBP9,345.8,441.3,564.3,538,641.6,452.3,687.2,241.2,436,690.5,481.2,466,349.2,741.6,633.6,523,456,530,647.9,232.5,718.4,540.9,605.4,12.1
41420_at,P24593,342.9,206.6,544.8,138.8,481.5,232.9,750.3,58.3,229.6,433.5,302.4,372.4,1262.6,1021.3,649.5,2350.7,268,674.7,1106,80.1,693.6,307.2,944.4,25.2
41421_at,O94983,1680.8,1962.4,2923.3,2912.5,4115.6,2728.8,2210,4049.7,3289,3150.4,2547.9,3543.7,2382.9,2871.3,1876.7,2263.1,3175.4,1980.1,2717.3,2046.2,2257.2,5266.1,3350.9,87.2
41422_at,Q14117,110.9,146,215.6,82.9,86.5,85.1,86.9,126.2,125.9,243.8,113.4,160.4,197.5,31.9,106.4,159,101.4,105.7,361.5,120.3,222.7,52.6,221.9,2.4
41423_at,Q9BQT9,6030.2,2845.8,3379.1,5292.2,5024,2940.7,4163.9,2874.1,3625.2,3444.8,3107.6,3735.3,4322.9,4247.5,1845,3597.9,1448.7,2041.8,2106.7,3221.2,3494.9,2890.5,2908.1,68.4
41424_at,Q15166,149.4,785.6,793.9,802.1,137.4,906.2,151,314.7,229.1,948.9,452.7,540.6,256.7,397.8,164.6,135.8,152.8,135.2,133.4,137.8,475.1,129.1,659.5,10.9
41425_at,Q01543,407.5,504.4,430.1,522.4,955.2,565.3,429.2,509.5,597.7,1154.3,557.7,529.1,335.8,602,589.1,450.1,297.7,138.4,505.5,416.7,247.1,657.9,153.7,13.8
41426_at,Q9UDV6,1031.6,694.3,1046.2,866.2,660,1017.2,662.4,1422.6,815.1,1334.4,1434.1,1060.7,1038.9,248.4,1246.4,1435,1485.9,1340.4,995.4,262.5,1000.7,1007.2,1129.9,70.3
41427_at,!?,145.3,201.6,111.1,103.1,82,144.9,138,106.9,223.9,124.9,199.6,165.5,147.3,512.3,143.2,189.5,137.2,228.2,110.6,159.2,98.5,125.9,194,7.6
41428_at,O15440,1917.1,2788.7,2185.6,2028.3,1936.6,1685.7,2221.2,1521,2219.5,2207.7,1531.7,2000.4,2572.5,3820.7,1839.8,2893.6,2104.6,2085.7,3189.3,2574.7,2624.4,2281,1653.6,72.7
41429_at,P30154,431.9,471.3,154.1,116.6,323.4,656.1,364.6,83.7,408.5,305.2,481.8,405.2,268.5,237.8,452.2,777.7,175.4,460.3,381.8,536.9,256.4,336.1,632.1,28.4
41430_at,Q9Y4E6,1208.8,1345.3,1624.2,1448.7,1973.7,1539.9,1328.3,1576.9,1383.9,1903.5,1516.4,1405.3,1547.6,1481.3,1959.3,1313.7,1877.3,1744.5,1542.6,834.6,1189.3,1673.7,1580.5,81.2
41431_at,Q9UPZ9,418.3,623.6,586.5,364.3,543.8,669.3,503.9,366.2,477,722.2,407.3,574.6,252.9,406.7,443.8,426.8,353.8,370.9,966.9,337.4,291.1,363.6,557.8,10.7
41432_at,O75582,276.1,342.2,405.3,396,405.9,411.2,468.3,337.3,557.8,477.4,398,363,370.9,618.7,1029.2,511.9,363.6,336.7,660.1,501.5,356.6,496.4,700.8,19.3
41433_at,P19320,747.3,437.8,574.7,494.9,832.1,875.2,298.2,395.3,456.1,1105.1,671.8,728.3,255.7,438.5,339.9,402.4,265.5,46.1,379,40.5,134.2,291.1,240,13.6
41434_at,P62068,449.4,534.8,875.6,940.4,828.3,571.9,428.8,415.5,672,614.4,467.5,580.5,677.6,569.8,697.3,687.4,622.9,425.3,736.5,570.9,499,682,538.1,28.3
41435_at,O75145,996,168.8,601.1,743,494.6,416.2,589.8,243.5,460.1,708.6,533.2,551.5,471.2,588.9,166.7,645.9,608.1,376.5,134.1,1022.1,467.9,794,701.7,18.9
41436_at,Q9UBW7,842.1,672.4,971.4,926,1276.7,988.6,689.2,1082,953.5,1611,1055.4,1080,759.5,838.7,814,832.2,818.3,891.9,869.9,691.7,610.2,1263.2,1178.2,42.7
41437_at,Q8N6I4,450.8,600.1,1193.4,615.7,875.8,814.3,483.9,1040.6,809.8,854.9,816.3,695.8,690.6,774.6,635.4,647.9,1293.9,874.1,842.1,403.8,616.2,838.6,274.8,43.7
41438_at,Q9BZF1,936.4,775.6,1280.8,658.2,1033.5,779.5,866.4,1426.5,2068.9,960.3,1293.3,1677.9,882.1,772.6,230.4,1145.2,1221.2,637.3,997.2,382.7,390.1,1151.8,1305.3,32.8
41439_at,O43795,3023.7,1971.5,2943.8,2341.4,3836.5,1892.8,1358.2,1305.2,2011.5,5521.7,2018,2177,832.9,1282.8,1455,1177.8,666.3,1065.3,1364.4,807.5,914.2,346.5,1171.4,32.2
41440_at,Q92506,962.4,1563.8,2079.2,1507.7,1483,1822,1808.1,1529.4,1920.2,738.2,2053.5,2488.9,1813.4,1067.1,3254.6,1436.8,1348.5,1923.8,1860.7,1390.7,2207,715.9,1023.4,97.6
41441_at,P20226,729.4,841.5,824.8,1231.9,1145.6,1079.4,730.9,701.4,850.6,1281.5,874,716.4,570.1,1069.6,593.6,827.7,1409,641.7,723.5,759.1,674.9,915.3,681.6,21.9
41442_at,O75081,1242.3,1271.6,1877.7,1520.7,950,479.9,309.8,1494.7,2076.1,1314.4,949.5,1269.1,1064.1,262.6,351.2,226.4,336,476.4,818.1,209.7,982.4,794.1,1635.1,41.7
41443_at,Q8NDX1,864.2,715.8,1430,993.1,339.9,508.8,928.4,1029.5,992.2,719.8,665.5,750.6,1078.7,848.6,532.2,495.3,862.8,536.5,708.5,1114.8,962.3,1069.6,491.3,22
41444_at,O14733,180.6,408.1,370.8,355.3,260.1,168.8,379.7,203.6,649.8,299,67.1,370.3,458.7,113.1,319.4,291.2,87.2,328.9,94.5,291.5,267.4,112.7,173,4.5
41445_at,P01137,994.5,1089.2,1238.3,885.7,684.5,588.8,994,753.1,1096.9,699.4,413.6,992.5,612.9,902.4,533.2,988.3,707.6,709.5,1056.6,1331.6,1109.1,398.9,937.1,9.7
41446_f_at,P04731 P04733 P13640 P80297 Q8N339,6253.2,8120.4,5108,2455.6,2206.6,3777.4,5719.3,1922.1,12234.2,5577.3,3776.7,5234,5430.1,10107.4,8731.3,6058.3,10263.3,6834.4,11661.7,9518,6342.1,12761.9,7122,299.3
41447_at,Q86X52,913.1,856.7,1022.9,1038.6,1184.5,1181.5,809.7,560.9,851.8,2112.8,843.5,774.7,703.8,947.7,493.4,595.1,591,513.8,761.1,322.5,451.1,965,375.3,27.2
41448_at,P31260,590.9,890.1,1697.6,1216.6,1116.7,1093.7,868.3,1071.9,803.1,613.3,1134,1048.3,1509.3,1888.6,1366.9,1579.1,1668.9,1416.2,1457.6,862.5,1609.9,3363.9,1941.2,72.8
41449_at,O43556,2923.9,2118.1,1688.2,2508.6,3300.6,2693.9,3141.2,2240.5,2698.4,3264.9,2901.5,2038.6,1172.9,2228.2,1965.1,1943.5,1161.5,1507.7,2687.8,1632.2,1276.8,1177.1,1449.2,66.1
41450_at,Q9NR31,1351.5,493.3,1818.1,2163.2,1515.8,1068,1453.4,856.3,665.7,947.7,245.3,672.1,1362.9,1519.4,944.6,640.5,1994.9,1257.7,1407.7,1084.8,2343.3,1109.2,1192.5,51.5
41451_s_at,Q9NR31,965.6,1075.5,877.1,545.4,724.6,987.7,706.8,908.1,718.5,711.7,655.1,981.9,698.7,615.7,946.4,808.7,1352.6,1316.9,881.8,775.2,654.6,699.1,1024.1,47.1
41452_at,Q9Y2L8,235.1,116.4,199.2,284.5,151.5,322.1,63.6,61.5,277.3,105.3,223.6,101.8,105.2,130.1,206.8,67,103,83.8,102.6,107.7,122.1,109.9,88.4,3.9
41453_at,Q92796,102.8,70.2,185.3,70,178.6,167.3,235.5,91.6,162.7,110.2,73.3,91.4,122.9,117.6,59.9,82.5,100.2,283.9,57.2,81.4,116.6,99.4,122.6,4.2
41454_at,Q9Y5Z4,5331.6,8539.8,10261.1,16339.6,15397.5,11308.7,7926.7,15788.5,9140.6,10232.9,11469.4,10262,10508.2,10651.1,12636.6,11792.9,9619.7,14245.1,11853.1,11292,8643.7,14072.9,10054.1,318
41455_at,A7KAX9,164.2,183.1,99.6,146.4,170.9,64.3,206.6,176.9,74.2,251.1,301.8,150.1,117.2,129.2,315.3,92.3,210.6,154.3,188.3,187.3,203,259.5,297.9,3.4
41456_at,O75879,385.3,349.2,758.2,686.2,671.5,455.5,434.6,721.9,613.5,460,737.6,471.2,529.1,373.6,448.8,649.8,99.1,323.7,385,352,291.8,344.1,258.8,21
41457_at,Q9Y4F4,2773.5,2927.2,2792.2,2187.2,3967.4,2256.5,3915.3,2506.1,1366.1,2949.4,3502.7,2062.4,3074.8,3092.8,2732.1,2551.7,1502.8,2080.6,4218.2,2146.8,3357.5,2892.3,2389.6,62.3
41458_at,Q5T011,6347.3,5379.2,7789.1,6631.3,4626.3,3554.4,6190.9,4794.6,3884,5503.2,3902.8,4109.6,5411.8,6806.4,3042.4,5074.5,6846.2,3699.5,4583.2,6031.5,8300,4234.6,3400.4,102.6
41459_at,,360.9,240.5,287.2,494.8,451.9,335.8,324.7,501.7,492.8,531.7,394.5,353.9,385.2,456.9,367.6,626.4,358.4,503.8,537.1,340.6,451,718.6,826,28.8
41460_at,Q96PK6,1093.6,1588.5,593.8,1400.9,1198.2,1078,1287.4,1308.1,1069.6,1420.2,947.3,1193.1,946.7,990.9,800.1,877.6,903,580.5,1064.6,1753.6,1533.8,1280.6,984.6,34.5
41461_at,P54277,341.2,276,165.4,275,399.3,372.1,310.9,409.4,277.7,477.1,291.7,379.1,301.9,578.6,324.3,343.5,470,351.6,576.7,381,273,378.4,552.4,10.8
41462_at,O60749,697.3,877.1,1022.9,740.5,765.5,712.4,711.2,671.2,863.5,1282.5,606.3,501.9,613.6,697.7,712.1,809.4,730.4,703.5,1349.2,493.6,1000,905.7,1097.7,26.7
41463_at,Q8TAB5,756.9,1262.4,1120.7,1357.8,1161.7,857.3,1073.4,954.4,1547.1,1313.9,1534.5,1311.2,1123.4,982.7,772,689.4,1175.4,926.5,734.1,1156.7,753.8,1358.6,1019,31.8
41464_at,O15047,2145.8,2571,2463.5,1848.7,1884,1747,2524.8,2408.8,1455.1,1681.4,3106.4,2100.7,2118.1,2077.3,2060,2849.9,2361.2,2308.3,3123,3057.6,2271.7,1294.6,1962.4,36.4
41465_at,Q9UQR1,836.3,791.8,1381.4,873.4,607.3,748.5,702.8,1101.8,1323.9,1626.7,1217.6,1399.9,1141,1132.9,513.4,1129.9,871.8,878.7,1280.4,917,857.8,1314.8,1079.6,68.3
41466_s_at,Q9UQR1,628.4,622.7,1041.6,466.4,419.2,552.7,651.8,806.1,674.7,993.6,945.1,499.3,982.4,988.1,418.4,919.4,600.6,574.6,851.1,374.5,646.4,659.5,855.8,47.5
41467_at,O43196,232,564.4,343,361.8,531.6,462,432.6,492.7,470.1,207.7,498.2,438.3,156.3,134.3,114.6,302,316.9,853.8,426.8,145.7,444,482.4,212.8,12.9
41468_at,,650.2,119.8,434.7,271.2,374.4,275.3,237.3,420.8,589.7,269,194.7,380.5,204.6,433.7,189.6,305,768.4,103.4,72.6,127.3,458.5,654.3,264.2,13.4
41469_at,P19957,461.1,1142.5,809.1,865.4,440.7,565.6,546.1,346.5,842.1,435.1,712.1,1105,648.6,555,846.4,599.9,407.9,783.4,315.2,813,534.1,911.7,952.3,26.9
41470_at,O43490,312.3,576.6,253.5,611,843.8,810.3,735.1,567.2,378.8,898.3,615.2,437.4,188,424.5,214.1,798,318.8,317,136.3,207.1,178.8,312,283.3,9.4
41471_at,P06702,92.8,28.9,67.1,35.4,167.4,949.5,72.5,191.8,831.9,50.3,451.2,106.5,46.8,82.5,163.1,118.8,83.3,383,43.1,607,89,748.5,605.9,2.1
41472_at,Q9HC16,235,103.9,242.5,112.5,187.4,203,180.6,185.6,35.3,188.9,169.3,150.1,111.7,213.7,21.3,146.7,96.1,33.7,35.2,263.7,336.4,82.8,66.5,3.8
41473_at,P34913,85.1,194,676.2,238.2,521.8,266.7,109,500.6,360.3,434.1,490.3,118.4,249.1,41.4,504.2,636.8,94.4,511.6,237.1,720.4,351.8,710.2,738.4,2.8
41474_at,O00139,1013.4,837.7,418.2,537.2,979,1185.6,500.3,1054.9,633.1,675.1,806.4,505.9,311.4,483.9,402.8,492.3,345.3,114.1,273.7,306,280.9,329.8,315.7,17.7
41475_at,Q92982,166.6,280.5,104.5,52.1,139.3,408.3,130.7,750.4,169.6,128,211.6,186.2,122.1,66,154.3,207,227.9,223.9,153.5,207.6,109.1,98,103.6,3.4
41476_at,P29992,2807.6,2916.5,2888,3232,3271.1,3191.9,2110.2,2719.7,3978.4,3151,3087.2,3238.5,3480.7,2637.1,3541.8,3123.9,4351.5,3978.1,2614.8,2695,3216.8,4173.3,3738.6,146.6
41477_at,O60928,24.2,28.5,18,81.8,37.7,10.8,36.1,26.7,31.4,29.2,9.5,50,25.9,23.7,118.3,13.1,10.8,184.5,16.6,22.3,27.9,34.3,121.3,1
41478_at,Q96AY4,1269.5,1154.9,1271.6,1657.1,1882.1,1147.6,1383.4,835,1736.8,1493.8,1529.3,1511.2,1118.4,1092.1,1014.8,924.6,1221,1160.6,993,712.7,1193.9,1349.6,650.2,38.7
41479_s_at,O43502,137.8,215.8,475.7,48.6,62.3,262.1,261.3,180.3,114,190.4,290.4,334,73.3,158.9,263.2,96.5,226.6,489.7,53.4,273,222.3,60.1,72.5,3.1
41480_at,O43502,369.4,420.4,493,520.9,630.2,570,501.2,587.2,362.4,516.1,446.2,516.7,410.1,570.6,574.6,310.8,420.3,616.5,435.7,47.2,332.7,462.3,105.6,18.3
41481_at,P17301,45.9,96.1,136.6,50.9,25,32.4,24.9,26.8,74.7,20.8,50.8,81.7,26.3,71.7,178,22.3,30.1,21,71.3,34,16.6,30.1,42.2,1.2
41482_at,P55789,171.4,161.7,333.1,103.5,57,97.1,172.7,117.7,223.8,328.5,79.9,234.7,226.7,114.3,158.9,176,114.3,102.5,179.6,100.1,437.6,139.4,160.4,4.6
41483_s_at,P17535,16865.4,22561,12276.7,26565.6,22662.1,22617.3,33225,18601.3,26031,14592.5,25465.8,22352,22161.4,33740.2,22043.1,25181.8,24421.7,23662.6,33988.6,26938.9,19601.2,20986.5,22733.6,673.5
41484_r_at,P17535,1452,2353.1,1260.9,867,623.8,2160,4448.5,1266,1289.3,830.7,3213.3,2806.3,2406.9,4360.6,1469.9,5518,2684.6,2070.3,4611.9,3737.2,1388.8,1265.7,1412.6,95.2
41485_at,P00338,22598.5,23440.9,29922.2,24959.9,28703.1,31657.3,21394,37442,16063.4,24631.1,34713.6,35147.6,46387.1,17960.4,53703.2,24849.5,14541.7,20210.7,17640.7,28842.8,44473.7,34950,32631.1,1305.9
41486_at,Q8NHQ8,11.5,21.5,28.3,16.7,88.6,18.2,14.7,78,53.9,28.9,28.2,70.1,18.6,30.5,41.8,19.6,29,47,23.9,12.9,50.9,29.1,56.3,1.7
41487_at,!?,40.2,33.6,42.6,39.4,15.8,58.6,33.5,19.2,61.2,26.4,31.7,55.5,34.9,56.6,30,33.9,23.4,61.6,47.9,191,30.5,49.3,62.2,1.8
41488_at,O43325,1284.4,1509.4,1791.5,2233,2876.7,2427.8,1722.8,2352.8,1690.2,2749,1656.4,1605.5,1980.8,2276.3,1935.4,2147.5,2707.3,2203.7,1938.4,1216.8,2595.8,2875.8,2869.9,71.1
41489_at,Q04724,863.2,1038.7,1143.6,993,1333.5,861.9,1429,467.4,472.5,963.6,782.7,1186.9,1693.6,2189.8,1705,1768,1210.2,1646.7,2154,1687.8,1881.5,875.8,1483.3,33.6
41490_at,P11908,865.7,649.2,487,343.1,664,527,463.2,342.3,646,769,511.4,397.1,191.9,374.6,400.4,432.7,344.5,419,463.8,262.2,441.1,322.3,314.4,17.5
41491_s_at,P98196,921.3,1332,797.1,396.1,613.3,943.9,927.2,1013.1,1262.6,801.3,999.3,682.3,1297.5,871.4,956.4,1333.3,1105.9,1381.7,1262.9,1231.6,1405.5,739.4,772.7,35.7
41492_r_at,P98196,250.6,303.6,338.4,243.9,112.9,226.3,451.8,306.5,242.8,149.9,289.1,424,563.6,331.5,270.5,533.1,310.1,357,427.4,478.7,466.8,311.6,251,13.7
41493_at,!?,21.9,62,34,13.7,101.6,192.8,29.6,271.2,46.9,262,82.4,47.7,99.3,25,223.6,130.1,58.2,24.1,21.8,25.5,27.2,52.6,110.7,6
41494_at,Q7Z7L7,140,96,129.6,103.1,54.8,112.7,617.7,95,136,106.6,422.2,54.5,592,92.8,91,345.6,715.6,153.9,305.7,89.5,125.1,83.9,102.2,4.7
41495_at,Q9NS37,264.2,458.9,237,409.6,288.2,230.5,420.4,355.9,334.1,421.2,292.6,264.3,558.5,708.4,545.1,634.7,621.6,386.5,741.9,264.7,417.3,558.9,450.8,13.1
41496_at,!?,813.2,1088.6,1506.8,608.1,415.3,516.9,634.3,667.4,770.4,827.1,579.1,962,1047.3,883.5,1200.5,947.5,729.9,652.5,1112.3,530.4,573.1,1005.9,497.7,16.3
41497_at,!?,761.1,1308.9,1198.3,882.8,205.2,818.6,821.6,488.7,1003.8,640.9,850.1,491.3,1310.1,518.4,897.8,927,545.3,533.7,689.1,507.6,706.9,1181.4,838.7,36
41498_at,O94985,5334.1,4171.3,4341.5,4717.5,4859.4,5988.4,4543.6,3650.5,5261.9,4798.1,5300.8,4186.3,3431.7,4133.9,3514,5673.3,3963.2,5954.4,4363.7,3376.3,4093.7,3037.3,2897.8,96.1
41499_at,P12755,384.1,198.1,375.4,339,251.8,322.7,218.8,253,507.6,292.4,244.8,340.9,281.4,310,206.4,273.5,346,246.4,256.5,258.6,427.1,278.9,166.6,8.5
414_at,P28358,432.5,1046.5,301.4,81.2,129.9,391.2,376.9,353,538,409.8,324,323,586.8,607.5,458.2,523.9,100.3,384.4,493.9,380.3,172.6,406.2,830.4,3.4
41500_at,!?,965.7,1399.5,1323.1,1093.5,962.3,1236,1842.5,1048.9,1576.3,1738.7,1417.3,2440.9,1220.4,954.9,1247.3,1242.2,1619.1,1068.7,921.3,882.1,1162.1,1408.2,1716.9,69.7
41501_at,Q9H422,924.9,752.4,625.6,125.6,585.8,765.7,1059.6,673.1,445.2,508.3,625.9,441.3,3157.6,1200.1,1256.9,4137.3,2300.2,1111.6,1138.6,1063.4,806.8,898.6,1819.7,54.4
41502_at,!?,363.3,350.2,559.3,707.3,292.9,527.4,577,150.3,507.3,402.3,301.2,291.5,774,758,403.9,504.9,384.6,404.6,555.6,536.1,473.8,716.8,589.5,19.3
41503_at,Q9Y6X8,1519.5,2466.8,1974.5,2291.1,1712.7,1798.1,2092.2,2105.4,2376.8,2552.7,1599.3,1874.9,1656.2,2523.6,3229.8,2306.9,2149.3,1925,2520,2205.8,2816.9,3529.2,2460.9,81.8
41504_s_at,O75444,7926.5,6567,8527.1,9404.1,13389.6,11603.9,11361,8209.2,5076.6,8484.7,11682,8427.6,10688.5,12033.4,13291.8,15126.3,6348.9,19822.1,14219.6,9560.3,18293.4,17681.8,12017.4,322.5
41505_r_at,O75444,1587.1,1719.4,2051.1,2074.2,2472.4,3429.9,2203.8,2119.3,2114,3209.6,2238.1,3021.3,2806.5,3199.1,4690.9,3850.3,2813.3,3986,2790.5,760.7,2708.2,5232.2,3346.6,63.4
41506_at,Q8IW41,257.7,490.4,808.6,720.5,641.3,806.6,545.8,878.9,896.7,760.6,786.4,831.4,580.3,762.6,785.4,549,810.3,591.8,965.2,320.2,620.8,812.4,722.6,15.4
41507_at,!?,1149.9,1007,1048.4,605.1,451.4,669,1200.1,243.7,1058.1,927.9,309.3,535.6,943.5,714.6,430.6,495.4,842.4,954.4,267.6,290.8,729.9,1453.3,840.1,29.2
41508_at,Q05215,699.3,126.8,363.2,352.9,257.3,242.1,572,447.9,93.8,607,512.8,490.6,223.7,260.6,317.9,324.2,560.3,148.1,501.8,423.1,581.6,464.4,620.8,3.7
41509_at,P38646,233.9,270.2,354.8,468.7,330.6,310.5,232.3,374.6,513.9,437,236.7,427.6,465.7,436.4,540.8,454.8,391.5,529.3,451.2,118.9,440.6,525,699.9,15.9
41510_s_at,P38646,1560.9,2783.9,2491.6,3365.6,2713.2,2891.2,2421.8,2626.8,2242.9,2249.8,2563,2803.4,2726,3478,4512.4,3247.7,2758.1,2795.4,3714.1,3493.5,2656.9,4531.9,4885,202.5
41511_at,,226.8,195.3,210.6,137.9,104.9,209.7,20.4,120.8,240.2,100.6,179.9,196.5,121.6,151,109.9,87.5,50.4,282.1,181.4,180.5,34,262.9,162,6.3
41512_at,Q7Z569,646.6,522.8,775.7,532.2,351.6,361.2,541.1,485.6,739,268.9,521.6,745.3,95.4,586.9,657.2,601.4,807.3,412.1,707,371.5,593.8,838.2,676.8,27.5
41513_s_at,,90.1,127.5,114.8,87.4,297.7,73.3,88.5,431.8,111.1,89.7,74.9,119.1,101.5,320.2,147.2,98.1,80.8,122.6,67.3,118.8,67,76.7,125.4,4.2
41514_s_at,Q9BYD2,2287.4,1931.6,1920.3,1825.3,2104.4,2308.6,1814.5,3383,1329.7,1688.7,1991,1708.2,2711.1,2519.6,2915.2,3581,4454.1,3710.2,2862.3,3914,2727.1,2006.6,2970.3,58.3
41515_at,Q16576,289.4,252.7,181.2,134.4,125.1,283.6,125.5,32.7,216.8,170.3,230.9,334.1,348.8,213.9,207.2,91.3,171.5,249,243.1,59.7,166.5,238.5,377.5,10.9
41516_at,O15498,172,161,152.4,425.6,699.1,500,123.5,721.1,187.5,54.7,195,236.5,155.9,108.1,388.9,136.7,101.9,184.5,104.7,192.6,129.1,123.6,186.5,6.8
41517_g_at,O15498,167.9,336.3,189.5,124.6,185.2,642.9,529.7,496.4,120.9,163.4,754.7,268.4,334.6,91.8,85.8,195.7,135,468.4,289.9,132.5,139.2,186.5,598.2,14.6
41518_at,!?,155.7,85.6,235.5,61.3,28.4,128.4,211.5,225.2,151.1,200.3,191.8,94.3,68.5,214.7,43.5,188.3,239.5,176.8,107.9,85.4,82.8,305.1,213.5,8.4
41519_at,!?,68.8,40.4,65.8,34.9,23.6,51.5,53.9,54.6,86.9,37.8,31.5,84.6,84.4,79.6,65.3,41.1,70.1,63.2,39.9,51.5,70.9,67,70,2.8
41520_at,O75864,357.3,143.4,40.2,187.1,20.5,192,203.4,244.3,59.7,122,36.3,61.3,450.6,178.3,282.8,75,131,293,98.2,76.3,23.2,691.9,76.3,2.8
41521_at,!?,60.2,40.2,112.8,34.6,49.1,40.8,107.3,104.7,160,88.3,84.9,92.3,68.9,37.2,46.8,50.2,105,92,48.6,60.4,76.5,73.2,82.4,2
41522_at,O00587,328.4,195.3,175,415.4,119.4,450.7,281.5,590.7,678.5,215.8,390.8,268.5,154.6,371,181.7,154.3,214.2,139.1,113.4,289.5,259,212,320.8,9.9
41523_at,Q13637,399.5,76.2,312.4,55.2,273.6,355.5,39.2,327.8,570.1,393.5,223.8,208.4,152.1,157.7,316.7,218.9,24.6,41,263.5,107.3,152.9,176.5,279.7,10.2
41524_at,P49441,434.5,703.5,410.8,456.2,418.8,756.2,496.6,469,470,677,501.4,575.1,805,749,922.8,504.2,861.7,922.3,699.1,938.3,574.4,657.5,501.4,25.4
41525_at,!?,1960.2,2050.3,1790.7,2007.5,1126.5,1485.2,1990.5,1497.9,1810.2,1378.2,1376.5,1957.2,2604,2108.1,1117.7,1436.5,2451.1,1734,1796.4,1957,2319.2,1792.7,1063.6,68.6
41526_at,Q9P0W2,1071.9,1006,785.6,294.9,498.3,717.8,1029.6,1429.6,878.5,786.9,1006,550.2,611.9,245.6,704.7,958.8,286.9,339.4,615.3,1005.6,942.3,160.6,843.2,15.1
41527_f_at,Q9NR80,54.5,95.5,139.6,59.5,63.8,65.3,51.9,129.6,149.1,308,123.5,131,270.6,106.8,137.7,125.8,69.9,150.4,112.8,180.5,112.5,309.8,75.9,3.3
41528_at,A1KXE4,1091.6,488.4,432.2,629.6,894.2,628,1323.3,781.2,474.7,440.9,517.3,544,1520.3,908.3,2119.3,791.8,738.1,1089.8,1225.7,2749.9,1183.4,897.9,890.8,26
41529_g_at,A1KXE4,2251.1,2458.3,2922.1,2862.6,2864.5,2798.9,2099.9,2455.5,3460.7,3445.5,2256.9,2976.3,3176.3,3182.2,3075.3,2812.9,2890.8,2699.8,3420.1,3181.8,3399.8,2693.5,2474.9,59.1
41530_at,P42765,4414.1,4905.8,5587.5,4151.1,5140.9,5779.2,4521.5,4098.2,4232.4,3541.5,5462,4994.8,3842,5936.7,6926.4,5455.8,3565.9,6717.8,7693.1,5358.7,4405.3,2855.7,4095.5,130.6
41531_at,P30408,2058.1,1968.8,1636.7,2420.8,2795.5,2048.9,2009,2203.4,2827.3,7710.7,2167,1796.1,1593.1,2363.9,1305.3,2018.1,1538.7,1314,3024.5,1125.9,1844.3,2024.3,1470.4,61.9
41532_at,Q13105,1816.5,1692.4,1658.2,2148.5,1253.3,1082.6,1365.8,1405.5,1610.5,1629.8,1792.9,1945.1,1885.4,1844.5,1585,1448.4,1634.4,1590.8,1438.8,2123.3,1836.6,1945.7,1247,44.5
41533_at,Q8TC76,335.8,454.5,424.6,394.4,305,401.1,310.4,338.4,364.2,491.9,261.1,498.9,343,283,556.1,241.7,310.7,560.7,406.3,362.9,255.4,550,243.8,12.8
41534_at,O60245,454.1,310.9,704.8,474.7,592,467.6,704.3,328.4,577.1,537.2,431.2,750.7,464.6,870.7,445.4,465,579,397.3,376.6,307.2,620.2,453.6,478.5,17
41535_at,O14519,5189.7,3718.7,4187.5,4279.7,5437.2,6428.4,2969.5,5376.4,3985.5,5854.7,3616.6,4022.8,2642.5,1642.2,2871.3,2761.8,2013.8,2993.6,2220,1521.4,2967.4,3205.4,2854,115
41536_at,P47928,87.4,153.8,233.8,116.4,49.8,138,60.8,38.9,198,335.1,177.3,118.5,134,142,199.5,20.6,22,188,278.7,153.8,88.9,128.4,34.2,5.3
41537_r_at,Q14938,596,4871.2,3390.2,464.8,559.3,497.9,2508.3,394,723.7,1161.7,1781.3,689.1,2287.2,1076.6,424.5,5705.4,729.1,1792.5,487,641.8,2171.6,657.2,680.7,58.8
41538_r_at,!?,162.5,161.2,165.9,115,67.9,182.6,76.7,201.1,99,145.6,188,158.1,248.9,199.3,225.8,229.3,116.6,166.2,106.2,180,186.7,104,287.3,9.9
41539_at,Q14957,108.4,96.3,136.5,115.5,180.4,128.3,114.2,214.6,92.8,340,199.3,405.3,155.9,302.6,288.8,88.2,449.9,147.8,109.6,106.8,123.2,86,900.3,5.4
